;lon,lat,descr
-2.9658, 43.3134, "Num 3414"
-1.99301, 43.31448, "Num 22147"
-5.71208, 43.31713, "Num 48522"
-2.97196, 43.31806, "Num 3413"
3.08833, 43.32257, "Num 915"
-5.87204, 43.32273, "Num 48516"
5.378, 43.32814, "Num 2"
-5.71375, 43.32887, "Num 48520"
-8.39762, 43.33036, "Num 22238"
-7.56875, 43.33168, "Num 48528"
-3.00048, 43.33514, "Num 3412"
0.13226, 43.33894, "Num 5726"
-5.70769, 43.34079, "Num 48519"
5.34687, 43.3441, "Num 5"
-2.71643, 43.34705, "Num 48518"
-5.83995, 43.34918, "Num 48515"
-5.72066, 43.35029, "Num 48517"
-0.49052, 43.35339, "Num 1122"
-3.20099, 43.35393, "Num 22157"
-0.53329, 43.35429, "Num 1702"
5.3472, 43.35548, "Num 4"
-5.82834, 43.35566, "Num 48514"
5.36295, 43.3568, "Num 3"
-5.72835, 43.37573, "Num 48513"
3.22128, 43.37689, "Num 2579"
-4.03652, 43.37829, "Num 22169"
5.35361, 43.3798, "Num 1"
6.0489, 43.3848, "Num 1166"
-5.75029, 43.39037, "Num 48511"
-5.80462, 43.39239, "Num 48512"
1.42965, 43.39442, "Num 753"
-3.44247, 43.39542, "Num 22160"
5.28329, 43.4053, "Num 1099"
5.03466, 43.41015, "Num 44436"
5.28424, 43.41071, "Num 25034"
-3.97378, 43.41228, "Num 22166"
-1.61699, 43.4125, "Num 1231"
-5.80135, 43.41668, "Num 48508"
-3.83637, 43.42172, "Num 3219"
3.7433, 43.42311, "Num 209"
-3.83531, 43.42412, "Num 3218"
4.97056, 43.42639, "Num 39263"
-3.93078, 43.42844, "Num 22165"
-3.93063, 43.42855, "Num 22162"
3.70016, 43.43785, "Num 30083"
3.66198, 43.4583, "Num 3476"
6.63233, 43.46259, "Num 29409"
-0.70457, 43.46486, "Num 168"
5.86656, 43.46726, "Num 1975"
-5.7903, 43.47821, "Num 48507"
-5.78945, 43.48522, "Num 48502"
5.60684, 43.48683, "Num 3350"
0.36611, 43.49361, "Num 172"
-1.5243, 43.49393, "Num 167"
-0.3196, 43.5011, "Num 25719"
-1.46796, 43.51279, "Num 166"
5.43645, 43.51362, "Num 38983"
-5.72984, 43.51535, "Num 48497"
-2.72024, 43.51801, "Num 48496"
1.3786, 43.52186, "Num 42885"
-2.82542, 43.52603, "Num 48501"
-5.82898, 43.52875, "Num 48500"
6.87361, 43.53325, "Num 5764"
5.19207, 43.53614, "Num 2805"
6.84777, 43.53861, "Num 213"
6.8372, 43.54003, "Num 214"
-0.94803, 43.54247, "Num 300"
-5.92904, 43.54427, "Num 48499"
6.82581, 43.54476, "Num 212"
6.80423, 43.54682, "Num 2786"
5.42223, 43.55363, "Num 2639"
-5.94286, 43.55418, "Num 48498"
3.73145, 43.56567, "Num 208"
2.03078, 43.56775, "Num 202"
1.44722, 43.57464, "Num 755"
0.54041, 43.58148, "Num 171"
3.88755, 43.58252, "Num 3198"
1.49627, 43.58587, "Num 332"
1.79881, 43.58739, "Num 306"
4.76084, 43.59722, "Num 1677"
3.84197, 43.59874, "Num 31005"
7.06151, 43.60442, "Num 2783"
1.31858, 43.60673, "Num 752"
1.41016, 43.6081, "Num 180"
3.84116, 43.60898, "Num 841"
1.41976, 43.6099, "Num 754"
-1.39768, 43.61566, "Num 299"
0.91147, 43.62099, "Num 1103"
0.5825, 43.63306, "Num 170"
1.4604, 43.6467, "Num 179"
3.97973, 43.64691, "Num 2261"
5.49335, 43.65463, "Num 1909"
7.18456, 43.65778, "Num 2581"
7.1854, 43.65807, "Num 2580"
7.07404, 43.65866, "Num 3408"
0.62297, 43.66351, "Num 1104"
7.20728, 43.66579, "Num 216"
4.62787, 43.66789, "Num 4844"
-0.97033, 43.67119, "Num 41149"
-7.39032, 43.67388, "Num 48526"
2.22096, 43.67893, "Num 24361"
3.82129, 43.67953, "Num 2630"
1.85328, 43.68235, "Num 201"
7.19777, 43.6857, "Num 1676"
7.19757, 43.68585, "Num 2772"
0.47013, 43.69222, "Num 30699"
1.56839, 43.69936, "Num 44669"
