;lon,lat,descr
4.76092, 51.58219, "[NB][BREDA-017]Vincent van Goghstraat ( N51.58219 E4.76092 ) "
4.81306, 51.58249, "[NB][BREDA-016]Heerbaan ( N51.58249 E4.81306 ) "
4.64659, 51.58277, "[NB][ETTENLEUR-003]Plantijnlaan ( N51.58277 E4.64659 ) "
4.79246, 51.58646, "[NB][BREDA-007]Claudius Prinsenlaan ( N51.58646 E4.79246 ) "
4.79223, 51.58654, "[NB][BREDA-006]Claudius Prinsenlaan ( N51.58654 E4.79223 ) "
4.64432, 51.58787, "[NB][ETTENLEUR-001]Rijsdijk  ( N51.58787 E4.64432 ) "
4.85458, 51.5901, "[NB][DORST-003]Rijksweg ( N51.5901 E4.85458 ) "
4.64702, 51.59242, "[NB][ETTENLEUR-002]Rijsdijk ( N51.59242 E4.64702 ) "
4.81853, 51.60661, "[NB][TETERINGEN-001]Oosterhoutseweg ( N51.60661 E4.81853 ) "
4.82388, 51.61248, "[NB][TETERINGEN-002]Oosterhoutseweg ( N51.61248 E4.82388 ) "
4.75783, 51.63886, "[NB][TERHEIJDEN-001]Hoofdstraat ( N51.63886 E4.75783 ) "
4.68078, 51.66951, "[NB][ZEVENBERGSCHENHOEK-001]Driehoefijzersstraat   ( N51.66951 E4.68078 ) "
4.60228, 51.75399, "[ZH][MOOKHOEK-001]Mookhoek ( N51.75399 E4.60228 ) "
4.60154, 51.84716, "[ZH][RIJSOORD-001]Rijksstraatweg ( N51.84716 E4.60154 ) "
4.60058, 51.90879, "[ZH][KRIMPEN_A/D_IJSSEL-004]Ouverturelaan ( N51.90879 E4.60058 ) "
4.60368, 51.91018, "[ZH][KRIMPEN_A/D_IJSSEL-003]Ouverturelaan ( N51.91018 E4.60368 ) "
4.60661, 51.93031, "[ZH][CAPELLEADIJSSEL-013]Westerlengte ( N51.93031 E4.60661 ) "
4.60404, 51.93253, "[ZH][CAPELLEADIJSSEL-012]Westerlengte ( N51.93253 E4.60404 ) "
4.59923, 51.93649, "[ZH][CAPELLEADIJSSEL-009]Westerlengte ( N51.93649 E4.59923 ) "
4.65938, 52.04053, "[ZH][WADDINXVEEN-002]Henegouwerweg ( N52.04053 E4.65938 ) "
4.68994, 52.05204, "[ZH][REEUWIJK-003]Reewal ( N52.05204 E4.68994 ) "
4.81716, 52.05983, "[ZH][WAARDER-004]Dorp ( N52.05983 E4.81716 ) "
4.82078, 52.06276, "[ZH][WAARDER-003]Molendijk ( N52.06276 E4.82078 ) "
4.66068, 52.07223, "[ZH][BOSKOOP-002]Den Ham ( N52.07223 E4.66068 ) "
4.66273, 52.07777, "[ZH][BOSKOOP-001]Alphenseweg ( N52.07777 E4.66273 ) "
4.67868, 52.23692, "[NH][BURGERVEEN-002]Leimuiderdijk ( N52.23692 E4.67868 ) "
4.82329, 52.25094, "[NH][UITHOORN-001]Zijdelweg ( N52.25094 E4.82329 ) "
4.71094, 52.25394, "[NH][RIJSENHOUT-003]Leimuiderdijk ( N52.25394 E4.71094 ) "
4.72363, 52.26186, "[NH][RIJSENHOUT-001]Aalsmeerderdijk ( N52.26186 E4.72363 ) "
4.73388, 52.26673, "[NH][RIJSENHOUT-002]Aalsmeerderdijk ( N52.26673 E4.73388 ) "
4.74446, 52.27134, "[NH][AALSMEER-004]Aalsmeerderdijk ( N52.27134 E4.74446 ) "
4.77931, 52.28344, "[NH][RIJSENHOUT-004]Aalsmeerderdijk ( N52.28344 E4.77931 ) "
4.84443, 52.29481, "[NH][AMSTELVEEN-002]Handweg ( N52.29481 E4.84443 ) "
4.81757, 52.32031, "[NH][BADHOEVEDORP-006]Nieuwe Meerdijk ( N52.32031 E4.81757 ) "
4.80782, 52.33073, "[NH][BADHOEVEDORP-003]Nieuwe Meerdijk ( N52.33073 E4.80782 ) "
4.6428, 52.3389, "[NH][CRUQUIUS-001]Cruquiusdijk ( N52.3389 E4.6428 ) "
4.6053, 52.33969, "[NH][HEEMSTEDE-003]Herenweg ( N52.33969 E4.6053 ) "
